wall_time,step,value,match,infeasible_match,mismatch,notinstock,total_removed
1600670213.483762,789519,-360.0,2500,0,2,0,59
1600670219.280386,792052,-260.1000061035156,2499,1,3,30,8
1600670225.635423,794696,-1680.4000244140625,2496,4,8,136,9
1600670231.8498402,797202,180.0,2500,0,1,5,1
1600670237.786011,799702,250.0,2500,0,0,0,0
1600670243.957852,802203,180.0,2500,0,1,0,6
1600670249.785782,804704,150.0,2500,0,1,0,9
1600670255.8565161,807213,150.0,2500,0,0,9,1
1600670262.045291,809776,-400.0,2500,0,7,56,2
1600670269.746207,813175,-8960.2001953125,2500,0,872,27,2
1600670275.9174578,815676,230.0,2500,0,1,0,1
1600670282.0356312,818176,220.0,2500,0,0,0,3
1600670287.875438,820678,120.00000762939453,2500,0,2,0,11
1600670295.065202,823750,-6050.2998046875,2500,0,2,570,28
1600670301.2630231,826252,-220.0,2500,0,0,2,45
1600670307.13242,828755,-60.19999313354492,2498,2,0,3,8
1600670313.3426769,831337,-1100.5,2495,5,4,78,3
1600670319.523743,833868,-480.3999938964844,2496,4,0,31,2
1600670325.535209,836372,170.0,2500,0,1,3,4
1600670331.183327,838894,-109.99999237060547,2500,0,4,18,14
1600670337.697838,841507,-1600.699951171875,2493,7,0,113,2
1600670343.817742,844052,-840.4000244140625,2496,4,8,37,24
1600670349.857484,846593,-270.0,2500,0,4,37,11
1600670355.927087,849163,-850.0,2500,0,60,10,40
1600670362.336473,851778,-1290.0999755859375,2499,1,76,39,29
1600670368.691933,854304,-300.0,2500,0,26,0,29
1600670374.678543,856805,40.000003814697266,2500,0,1,0,20
1600670381.0111418,859305,180.0,2500,0,0,0,7
1600670386.8096662,861805,230.0,2500,0,0,0,2
1600670392.988631,864313,-160.3000030517578,2497,3,0,8,3
1600670399.124536,866816,180.0,2500,0,3,0,4
1600670404.955008,869327,130.0,2500,0,11,0,1
1600670411.00881,871829,20.000001907348633,2500,0,2,0,21
1600670417.0734751,874369,-580.0,2500,0,40,0,43
1600670422.915853,876871,-1050.0,2500,0,2,0,128
1600670429.131383,879403,-1230.0999755859375,2499,1,3,29,106
1600670435.676127,882073,-2180.60009765625,2495,5,1,169,13
1600670442.078953,884832,-2590.10009765625,2500,0,101,158,15
1600670448.230571,887335,-100.0,2500,0,2,1,32
1600670454.104671,889837,170.0,2500,0,2,0,6
1600670460.294925,892337,-20.0,2500,0,0,0,27
1600670466.1576269,894840,170.0,2500,0,1,2,5
1600670472.361249,897393,-960.0,2500,0,1,52,68
1600670478.560342,899895,-370.0,2500,0,2,0,60
1600670484.695431,902433,-1700.0,2500,0,38,0,157
1600670490.55642,904935,-540.0,2500,0,2,0,77
1600670496.690453,907445,-19.9999942779541,2500,0,10,0,17
1600670502.391287,909948,180.0,2500,0,3,0,4
1600670508.453902,912452,190.0,2500,0,4,0,2
1600670514.6554391,914953,220.0,2500,0,1,0,2
1600670520.689984,917453,200.0,2500,0,0,0,5
1600670528.097045,919953,90.00000762939453,2500,0,0,0,16
1600670534.328985,922456,-80.0,2500,0,3,0,30
1600670540.658231,924958,30.0000057220459,2500,0,2,0,20
1600670546.6074939,927460,-110.19999694824219,2498,2,0,2,14
1600670553.2553852,930042,-840.2000122070312,2498,2,7,75,7
1600670559.539695,932544,30.000003814697266,2500,0,0,2,20
1600670566.1386151,935257,-2170.10009765625,2500,0,18,195,19
1600670572.544329,937778,20.000003814697266,2500,0,2,19,2
1600670579.1594439,940301,4.4852495193481445e-06,2500,0,13,10,2
1600670585.134837,942802,-550.0,2500,0,1,0,79
1600670591.223792,945310,-29.999998092651367,2500,0,0,8,20
1600670597.00411,947812,-850.0,2500,0,2,0,108
1600670603.186831,950349,-2200.0,2500,0,32,5,208
1600670609.365349,952868,-1930.0,2500,0,3,16,199
1600670615.408746,955375,-580.0,2500,0,7,0,76
1600670621.8425221,957876,120.00000762939453,2500,0,1,0,12
1600670628.07482,960378,140.0,2500,0,2,0,9
1600670634.5125718,962878,250.0,2500,0,0,0,0
1600670641.018743,965389,90.00000762939453,2500,0,11,0,5
1600670647.279103,967898,90.00000762939453,2500,0,0,9,7
1600670653.799631,970426,-49.999996185302734,2500,0,1,27,2
1600670660.150856,972934,170.0,2500,0,8,0,0
1600670666.104673,975442,-30.199996948242188,2498,2,0,8,0
1600670672.451303,977995,-990.7000122070312,2493,7,4,49,1
1600670678.884598,980495,220.0,2500,0,0,0,3
1600670685.091773,982995,220.0,2500,0,0,0,3
1600670691.588608,985502,-110.19999694824219,2498,2,2,5,9
1600670697.626306,988023,-460.5,2495,5,0,21,0
1600670704.0374668,990535,-480.6000061035156,2494,6,1,11,1
1600670710.491242,993054,-70.0999984741211,2499,1,0,19,3
1600670716.672547,995557,19.800003051757812,2498,2,0,3,0
1600670723.2583392,998058,-10.099997520446777,2499,1,0,1,15
1600670729.4525719,1000568,-90.19999694824219,2498,2,2,8,4
1600670736.0913768,1003156,-1700.9000244140625,2491,9,42,46,17
1600670742.038398,1005680,10.000003814697266,2500,0,24,0,0
1600670748.570434,1008257,-590.0,2500,0,0,77,7
1600670754.58148,1010779,-370.1999816894531,2498,2,2,20,20
1600670761.483398,1013614,-3650.10009765625,2500,0,257,78,45
1600670767.6358058,1016135,-640.5999755859375,2494,6,0,21,8
1600670773.9778612,1018646,-530.0,2500,0,9,2,67
1600670779.980512,1021148,-790.0,2500,0,2,0,102
1600670786.301636,1023648,-1140.0,2500,0,0,0,139
1600670792.382119,1026150,-1320.0,2500,0,2,0,155
1600670798.80114,1028653,-1790.0,2500,0,3,0,201
1600670804.7449229,1031154,-2720.0,2500,0,1,0,296
